"日期间隔","日"
"",""
"",""
"衡量指标","2017年9月11日","2017年9月12日","2017年9月13日","2017年9月14日","2017年9月15日","2017年9月16日","2017年9月17日","总计"
"产品销量","591","544","583","553","533","511","551","3866"
